"Subject","Start Date","Start Time","End Date","End Time","Location","Description","Organizer","All Day","Importance","Busy Status","Sensitivity","Is Recurring","Recurrence Pattern","Reminder (minutes)"
"14:00 Tracy for Coffee","2022-07-04","13:00:00","2022-07-04","14:00:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"16:15 Collect Pebbles","2022-07-04","15:00:00","2022-07-04","16:00:00","","80





false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"10:30 Coffee with Hedge & Helen","2022-07-05","09:30:00","2022-07-05","11:00:00","Hedges","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"10:00 Hair","2022-07-06","08:30:00","2022-07-06","10:30:00","Pure","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"13:30 - 16:30 Di","2022-07-06","12:30:00","2022-07-06","15:30:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"17:00 Blood Doning","2022-07-06","15:30:00","2022-07-06","17:30:00","Early Music Centre","80





false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"RACES 8th/9th","2022-07-08","All Day","2022-07-10","All Day","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","Yes","normal","free","normal","No","",""
"10:00 Dentist","2022-07-08","07:00:00","2022-07-08","08:00:00","Aldwark","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"Check Hedges Watering System","2022-07-10","10:00:00","2022-07-10","10:30:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","Yes","RRULE;FREQ=DAILY;INTERVAL=4320;UNTIL=16001231",""
"Check Hedges Watering System","2022-07-12","10:00:00","2022-07-12","11:00:00","","","","No","normal","busy","normal","No","",""
"15:15 Collect Lara from School","2022-07-13","13:30:00","2022-07-13","14:30:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"15:15 Collect Lara from School","2022-07-14","13:30:00","2022-07-14","14:30:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"12:15 Tom Haircut","2022-07-20","10:00:00","2022-07-20","13:00:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"test","2022-07-20","21:00:00","2022-07-20","22:00:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"15:15 Collect Lara from School","2022-07-21","13:30:00","2022-07-21","14:30:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"Races / Music","2022-07-22","All Day","2022-07-24","All Day","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","Yes","normal","free","normal","No","",""
"Hedge & Ian back from holiday","2022-07-24","11:30:00","2022-07-24","12:00:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","free","normal","No","",""
"£1950 to HMRC from Santander account tomorrow - Check balance","2022-07-28","07:00:00","2022-07-28","08:00:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","free","normal","No","",""
"Hollywood Night","2022-07-30","16:00:00","2022-07-30","20:00:00","WRC","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"09:00 Tom to Dentist","2022-08-09","07:00:00","2022-08-09","08:00:00","Woodthope","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"Check on Santander Regular Savers and start new ones?","2022-08-15","13:00:00","2022-08-15","14:00:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"19:30 - Brick Wall Workshop","2022-08-15","18:00:00","2022-08-15","20:30:00","GWSFHS - Zoom","See other calendar for link
","","No","normal","busy","normal","No","",""
"Races - EBOR Meeting","2022-08-17","All Day","2022-08-21","All Day","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","Yes","normal","free","normal","No","",""
"10:00 Hair","2022-08-17","08:00:00","2022-08-17","10:30:00","Pure","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"11:30 - 15:00 Blood Doning Lunch","2022-08-23","09:00:00","2022-08-23","15:00:00","Beverley Racecourse","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"Virgin ISAs mature 15/9/22","2022-09-15","All Day","2022-09-16","All Day","","false
false
false

EN-GB
X-NONE
AR-SA

















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0in 5.4pt 0in 5.4pt;
	mso-para-margin:0in;
	mso-para-margin-bottom:.0001pt;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:Arial;
	mso-fareast-language:EN-US;}","","Yes","normal","free","normal","No","",""
"Release date for Mrs Harris Goes to Paris 30/09/22","2022-09-30","07:00:00","2022-09-30","07:30:00","","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"Pebble Booster Due 8/10","2022-10-08","All Day","2022-10-09","All Day","","80





false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","Yes","normal","free","normal","Yes","RRULE;FREQ=YEARLY;INTERVAL=12;BYMONTHDAY=8;COUNT=2",""
"13:45  Blood Doning","2022-10-27","12:00:00","2022-10-27","14:00:00","Early Musiz zentre","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"10:00 & 10:30 Tom to Dentist & Hygienist","2022-11-09","10:00:00","2022-11-09","11:00:00","Woodthorpe","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","No","normal","busy","normal","No","",""
"Coventry Building Society Fixed Rate ISA Matures (Eleanor) 30th Nov","2022-11-30","All Day","2022-12-01","All Day","Renew","80





false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","Yes","normal","free","normal","No","",""
"Cancel Discounted Ancestry Premium Membership before 31/12/23 ","2022-12-31","14:00:00","2022-12-31","15:00:00","","Renews at £119.99/annum on 2/1/23
","","No","normal","busy","normal","No","",""
"SCANDINAVIA / FOLLOW THE LIGHTS","2024-03-04","All Day","2024-03-26","All Day","Hurtigruten - Booked July 2022","false
false
false

EN-GB
X-NONE
X-NONE



















































































































































































































































































































































































































/* Style Definitions */
table.MsoNormalTable
	{mso-style-name:""Table Normal"";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-parent:"""";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-pagination:widow-orphan;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-hansi-font-family:Calibri;
	mso-bidi-font-family:""Times New Roman"";
	mso-fareast-language:EN-US;}","","Yes","normal","busy","normal","No","",""
